Taxa;Size.1;Size.2;Size.3;Size.4;Size.5;Size.6;Size.7;Lcy.1;Lcy.2;Pcy.1;Pcy.2;Pcy.3;Aq.egg;Aq.lar;Aq.nym;Aq.adu;Rep.ovo;Rep.egf;Rep.egc;Rep.clcf;Rep.clfr;Rep.clve;Rep.cltr;Rep.asx;Di.aqpa;Di.aqac;Di.aepa;Di.aeac;Resp.te;Resp.gi;Resp.pl;Resp.sp;Resp.hy;Loc.fl;Loc.ssw;Loc.wsw;Loc.cr;Loc.bu;Loc.in;Loc.te;Loc.pe;Fo.mi;Fo.de;Fo.dpl;Fo.lmi;Fo.lma;Fo.dan;Fo.lmii;Fo.lmai;Fo.ve;Ffg.ab;Ffg.de;Ffg.sh;Ffg.sc;Ffg.ff;Ffg.pi;Ffg.pr;Ffg.pa;Sub.co;Sub.gr;Sub.sa;Sub.si;Sub.ma;Sub.mi;Sub.tw;Sub.li;Sub.mu;Trs.oli;Trs.mes;Trs.eut;Tem.ps;Tem.th;Tem.eu;Sab.xe;Sab.ol;Sab.bme;Sab.ame;Sab.po;pH.1;pH.2;pH.3;pH.4;pH.5;pH.6
Anodonta anatina;0;0;0;0;0;0;1;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,5;0,166666667;0,333333333;0;0,25;0,75;0;0;0;0;0;0;0;0,75;0;0,25;0;0;0;0,214285714;0,214285714;0,142857143;0;0,214285714;0;0,214285714;0;0;0;0;0,333333333;0,333333333;0;0,333333333;0;0,117647059;0,294117647;0,235294118;0,117647059;0;0;0;0,235294118;0,25;0,5;0,25;0;0;1;0;0,2;0,4;0,4;0;0;0;0;0;0,25;0,75
Anodonta cygnea;0;0;0;0;0;0;1;0;1;0;1;0;0,333333333;0,333333333;0;0,333333333;1;0;0;0;0;0;0;0;0,5;0,166666667;0,333333333;0;0,25;0,75;0;0;0;0;0;0;0;0,75;0;0,25;0;0;0;0,214285714;0,214285714;0,142857143;0;0,214285714;0;0,214285714;0;0;0;0;0,333333333;0,333333333;0;0,333333333;0;0,117647059;0,294117647;0,235294118;0,117647059;0;0;0;0,235294118;0,25;0,5;0,25;0;0;1;0;0,2;0,4;0,4;0;0;0;0;0;0,25;0,75
Apatania;0;0;0,75;0,25;0;0;0;0,75;0,25;0,25;0,75;0;0,25;0,375;0,375;0;0;0;0;0,5;0;0;0,5;0;0,428571429;0,285714286;0;0,285714286;0,6;0,4;0;0;0;0;0;0;0,833333333;0;0;0,166666667;0;0;0,125;0,125;0,5;0,125;0;0;0,125;0;0;0,2;0;0,6;0;0;0,2;0;0,230769231;0,153846154;0,153846154;0,076923077;0,153846154;0;0;0,153846154;0,076923077;0,75;0,25;0;1;0;0;0,5;0,333333333;0,166666667;0;0;0;0;0;0,25;0,375;0,375
Athripsodes albifrons;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Athripsodes aterrimus;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Athripsodes cinereus;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Athripsodes commutatus;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Athripsodes;0;0;0,5;0,5;0;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,266666667;0,133333333;0,066666667;0,066666667;0,133333333;0;0,2;0,066666667;0,066666667;0,25;0,75;0;0,25;0;0,75;0;0,2;0,6;0,2;0;0;0;0,181818182;0,272727273;0,272727273;0,272727273
Baetis buceratus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis digitatus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis fuscatus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis muticus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis niger;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis rhodani;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis subalpinus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Baetis vernus;0;0;0,75;0,25;0;0;0;1;0;0;0,4;0,6;0,5;0,5;0;0;0;0;0,25;0,75;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,375;0,5;0;0,125;0;0;0;0,181818182;0,181818182;0,454545455;0,090909091;0,090909091;0;0;0;0;0,25;0;0,75;0;0;0;0;0,25;0,125;0,0625;0;0,3125;0;0,1875;0,0625;0;0,333333333;0,333333333;0,333333333;0;0;1;0,142857143;0,285714286;0,428571429;0,142857143;0;0,090909091;0,090909091;0,090909091;0,181818182;0,272727273;0,272727273
Bithynia leachii;0;0;0,75;0,25;0;0;0;0,5;0,5;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;0,25;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,076923077;0,153846154;0,384615385;0,076923077;0,076923077;0,153846154;0,076923077;0;0;0;0;0,333333333;0,666666667;0;0;0;0,210526316;0,052631579;0,052631579;0,105263158;0,263157895;0,157894737;0;0;0,157894737;0;0,6;0,4;0;0;1;0;0;0,6;0,4;0;0;0,125;0,125;0,125;0,25;0,375
Bithynia;0;0;0,75;0,25;0;0;0;0,5;0,5;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;0,25;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,076923077;0,153846154;0,384615385;0,076923077;0,076923077;0,153846154;0,076923077;0;0;0;0;0,333333333;0,666666667;0;0;0;0,210526316;0,052631579;0,052631579;0,105263158;0,263157895;0,157894737;0;0;0,157894737;0;0,6;0,4;0;0;1;0;0;0,6;0,4;0;0;0,125;0,125;0,125;0,25;0,375
Bithynia tentaculata;0;0;0,75;0,25;0;0;0;0,5;0,5;0;1;0;0,5;0;0;0,5;0;0;0;1;0;0;0;0;0,666666667;0,333333333;0;0;0,25;0,75;0;0;0;0;0;0;0,75;0,25;0;0;0;0;0,076923077;0,153846154;0,384615385;0,076923077;0,076923077;0,153846154;0,076923077;0;0;0;0;0,333333333;0,666666667;0;0;0;0,210526316;0,052631579;0,052631579;0,105263158;0,263157895;0,157894737;0;0;0,157894737;0;0,6;0,4;0;0;1;0;0;0,6;0,4;0;0;0,125;0,125;0,125;0,25;0,375
Brachyptera risi;0;0;0,25;0,75;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0;0,285714286;0;0,428571429;0,285714286;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,444444444;0;0;0,111111111;0;0;0,222222222;0,222222222;0;0,6;0,2;0,2;0,25;0;0,75;0,142857143;0,428571429;0,428571429;0;0;0;0,125;0,125;0,125;0,25;0,375
Brachyptera;0;0;0,25;0,75;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0;0;1;0;0;0;0;0;0,4;0,4;0;0,2;1;0;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0;0,285714286;0;0,428571429;0,285714286;0;0;0;0;0;0;0,25;0,75;0;0;0;0;0,444444444;0;0;0,111111111;0;0;0,222222222;0,222222222;0;0,6;0,2;0,2;0,25;0;0,75;0,142857143;0,428571429;0,428571429;0;0;0;0,125;0,125;0,125;0,25;0,375
Caenis horaria;0;0,4;0,6;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,4;0,2;0,2;0,2;0,25;0,75;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0,75;0,25;0;0;0;0;0;0,083333333;0,083333333;0,125;0,125;0,166666667;0;0,083333333;0,125;0,208333333;0,166666667;0,5;0,333333333;0;0,25;0,75;0;0,2;0,6;0,2;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
Caenis luctuosa;0;0,4;0,6;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,4;0,2;0,2;0,2;0,25;0,75;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0,75;0,25;0;0;0;0;0;0,083333333;0,083333333;0,125;0,125;0,166666667;0;0,083333333;0,125;0,208333333;0,166666667;0,5;0,333333333;0;0,25;0,75;0;0,2;0,6;0,2;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
Caenis rivulorum;0;0,4;0,6;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,4;0,2;0,2;0,2;0,25;0,75;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0,75;0,25;0;0;0;0;0;0,083333333;0,083333333;0,125;0,125;0,166666667;0;0,083333333;0,125;0,208333333;0,166666667;0,5;0,333333333;0;0,25;0,75;0;0,2;0,6;0,2;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
Caenis robusta;0;0,4;0,6;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,4;0,2;0,2;0,2;0,25;0,75;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0,75;0,25;0;0;0;0;0;0,083333333;0,083333333;0,125;0,125;0,166666667;0;0,083333333;0,125;0,208333333;0,166666667;0,5;0,333333333;0;0,25;0,75;0;0,2;0,6;0,2;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
Caenis;0;0,4;0,6;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0;0,333333333;0,666666667;0;0;0;0;0;0,4;0,2;0,2;0,2;0,25;0,75;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0,1;0,4;0,2;0,1;0,1;0,1;0;0;0;0;0,75;0,25;0;0;0;0;0;0,083333333;0,083333333;0,125;0,125;0,166666667;0;0,083333333;0,125;0,208333333;0,166666667;0,5;0,333333333;0;0,25;0,75;0;0,2;0,6;0,2;0;0;0;0,142857143;0,142857143;0,285714286;0,428571429
Callicorixa;0;0;1;0;0;0;0;1;0;0;0;1;0,375;0,375;0;0,25;0;0;0,25;0,75;0;0;0;0;0,2;0,4;0;0,4;0,166666667;0;0,333333333;0,5;0;0,166666667;0;0,833333333;0;0;0;0;0;0;0;0,25;0,25;0,125;0;0,25;0,125;0;0;0;0,428571429;0,285714286;0;0,285714286;0;0;0;0;0;0;0,6;0;0;0,4;0;0;0,4;0,6;0;0;1;0;0;0,25;0,75;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Calopteryx;0;0;0;0,2;0,6;0,2;0;0,5;0,5;0,25;0,75;0;0,5;0,5;0;0;0;0;0;0;0;1;0;0;0,4;0,2;0;0,4;0,25;0,75;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,1;0,15;0,05;0,05;0,2;0;0,2;0,2;0,05;0,333333333;0,5;0,166666667;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,333333333;0,333333333;0,333333333
Calopteryx splendens;0;0;0;0,2;0,6;0,2;0;0,5;0,5;0,25;0,75;0;0,5;0,5;0;0;0;0;0;0;0;1;0;0;0,4;0,2;0;0,4;0,25;0,75;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,1;0,15;0,05;0,05;0,2;0;0,2;0,2;0,05;0,333333333;0,5;0,166666667;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,333333333;0,333333333;0,333333333
Calopteryx virgo;0;0;0;0,2;0,6;0,2;0;0,5;0,5;0,25;0,75;0;0,5;0,5;0;0;0;0;0;0;0;1;0;0;0,4;0,2;0;0,4;0,25;0,75;0;0;0;0;0;0,2;0,8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0,1;0,15;0,05;0,05;0,2;0;0,2;0,2;0,05;0,333333333;0,5;0,166666667;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,333333333;0,333333333;0,333333333
Capnia bifrons;0;0;1;0;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0,75;0,25;0;0;0;0;0;0;0,25;0,5;0;0,25;1;0;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0;0,2;0;0,4;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0,6;0,2;0;0;0;0;0;0,2;0;0,4;0,4;0,2;0,25;0,25;0,5;0,166666667;0,5;0,333333333;0;0;0;0,1;0,1;0,2;0,3;0,3
Capnia;0;0;1;0;0;0;0;1;0;0;1;0;0,5;0,5;0;0;0,75;0,25;0;0;0;0;0;0;0,25;0,5;0;0,25;1;0;0;0;0;0;0;0;0,714285714;0,142857143;0,142857143;0;0;0;0,2;0;0,4;0,4;0;0;0;0;0;0;1;0;0;0;0;0;0,6;0,2;0;0;0;0;0;0,2;0;0,4;0,4;0,2;0,25;0,25;0,5;0,166666667;0,5;0,333333333;0;0;0;0,1;0,1;0,2;0,3;0,3
Ceraclea annulicornis;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Ceraclea dissimilis;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Ceraclea nigronervosa;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Ceraclea;0;0;0,4;0,6;0;0;0;0,75;0,25;0;0,75;0,25;0,333333333;0,333333333;0,333333333;0;0;0;0;0,75;0,25;0;0;0;0,285714286;0,142857143;0,142857143;0,428571429;0,4;0,6;0;0;0;0;0;0;1;0;0;0;0;0;0,4;0,1;0,1;0,2;0;0;0,2;0;0;0,142857143;0,428571429;0,142857143;0;0;0,142857143;0,142857143;0,266666667;0,133333333;0,133333333;0,066666667;0,066666667;0;0,2;0,066666667;0,066666667;0,25;0,25;0,5;0;0;1;0;0,166666667;0,5;0,333333333;0;0;0;0;0,142857143;0,428571429;0,428571429
Ceratopsyche nevae;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Ceratopsyche silfvenii;0;0;0,2;0,6;0,2;0;0;1;0;0;0,5;0,5;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0,333333333;0,222222222;0,111111111;0,333333333;0,4;0,6;0;0;0;0;0;0;0,4;0;0;0,6;0;0;0,2;0,1;0,3;0;0;0,3;0,1;0;0;0;0;0;0,75;0;0,25;0;0,333333333;0,133333333;0,066666667;0;0,2;0;0,266666667;0;0;0,166666667;0,5;0,333333333;0,2;0,2;0,6;0,125;0,25;0,375;0,25;0;0;0,1;0,1;0,2;0,3;0,3
Chaetopterygini;0;0;0;0,6;0,4;0;0;1;0;0;1;0;0,333333333;0,333333333;0,333333333;0;0;0;0;1;0;0;0;0;0;0,25;0;0,75;0,5;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0,4;0;0,4;0,1;0;0,1;0;0;0;1;0;0;0;0;0;0,333333333;0,222222222;0,222222222;0;0;0;0,111111111;0,111111111;0;0,5;0,5;0;0,5;0;0,5;0,375;0,375;0,25;0;0;0,083333333;0,083333333;0,083333333;0,25;0,25;0,25
Chaoborus crystallinus;0;0;0;1;0;0;0;1;0;0;0,75;0,25;0,25;0,375;0,375;0;0;0,25;0;0;0,75;0;0;0;0,333333333;0,666666667;0;0;0,75;0;0;0;0,25;0;0,142857143;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0;0;0,571428571;0,428571429;0;0;0;0;0;0;0;1;0;0;0,125;0,125;0,125;0,125;0;0;0;0,5;0,142857143;0,428571429;0,428571429;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Chaoborus flavicans;0;0;0;1;0;0;0;1;0;0;0,75;0,25;0,25;0,375;0,375;0;0;0,25;0;0;0,75;0;0;0;0,333333333;0,666666667;0;0;0,75;0;0;0;0,25;0;0,142857143;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0;0;0,571428571;0,428571429;0;0;0;0;0;0;0;1;0;0;0,125;0,125;0,125;0,125;0;0;0;0,5;0,142857143;0,428571429;0,428571429;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Chaoborus;0;0;0;1;0;0;0;1;0;0;0,75;0,25;0,25;0,375;0,375;0;0;0,25;0;0;0,75;0;0;0;0,333333333;0,666666667;0;0;0,75;0;0;0;0,25;0;0,142857143;0,714285714;0,142857143;0;0;0;0;0;0;0;0;0;0;0,571428571;0,428571429;0;0;0;0;0;0;0;1;0;0;0,125;0,125;0,125;0,125;0;0;0;0,5;0,142857143;0,428571429;0,428571429;0,25;0;0,75;0;0,166666667;0,5;0,333333333;0;0,071428571;0,071428571;0,214285714;0,214285714;0,214285714;0,214285714
Cloeon dipterum;0;0;1;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0,6;0,2;0,2;0;0;0;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,333333333;0,111111111;0,333333333;0,111111111;0;0,111111111;0;0;0;0,428571429;0,142857143;0,428571429;0;0;0;0;0,090909091;0;0,090909091;0,090909091;0,454545455;0;0;0,181818182;0,090909091;0;0,5;0,5;0;0,25;0,75;0;0;0,6;0,4;0;0;0,1;0,1;0,2;0,3;0,3
Cloeon inscriptum;0;0;1;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0,6;0,2;0,2;0;0;0;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,333333333;0,111111111;0,333333333;0,111111111;0;0,111111111;0;0;0;0,428571429;0,142857143;0,428571429;0;0;0;0;0,090909091;0;0,090909091;0,090909091;0,454545455;0;0;0,181818182;0,090909091;0;0,5;0,5;0;0,25;0,75;0;0;0,6;0,4;0;0;0,1;0,1;0,2;0,3;0,3
Cloeon;0;0;1;0;0;0;0;1;0;0;0,25;0,75;0,5;0,5;0;0;0,6;0,2;0,2;0;0;0;0;0;0,166666667;0,333333333;0,166666667;0,333333333;0,333333333;0,666666667;0;0;0;0;0;0,75;0,25;0;0;0;0;0;0,333333333;0,111111111;0,333333333;0,111111111;0;0,111111111;0;0;0;0,428571429;0,142857143;0,428571429;0;0;0;0;0,090909091;0;0,090909091;0,090909091;0,454545455;0;0;0,181818182;0,090909091;0;0,5;0,5;0;0,25;0,75;0;0;0,6;0,4;0;0;0,1;0,1;0,2;0,3;0,3
